####
# Wall Drawing matplotlib drawings/86_001_5.0m_10.0m_2500.png
#
# User input was Height(m): 5.0, Width(m): 10.0, Number of lines: 2500
#
#
x, y, degrees
0.7809, 3.8154, 316.31
7.0256, 1.9276, 298.25
3.0178, 2.7678, 316.50
2.9352, 1.8912, 184.44
2.5204, 0.6968, 299.84
7.1202, 0.7860, 37.48
7.7367, 4.9031, 122.16
6.1139, 2.4215, 323.87
8.8447, 3.5372, 119.77
9.9125, 2.6266, 77.44
7.8734, 2.9441, 183.12
6.3369, 2.3869, 231.87
4.1320, 4.6979, 318.25
2.7490, 3.8580, 336.76
6.1188, 1.8738, 131.14
9.7814, 1.8203, 198.51
3.8528, 3.9414, 119.93
8.7548, 3.3043, 31.16
8.1241, 1.9435, 25.25
3.2705, 1.4647, 76.05
0.6161, 1.8118, 64.94
7.5574, 2.7281, 270.13
9.4760, 0.7253, 193.15
0.1440, 1.6280, 265.22
1.5567, 4.9386, 34.34
7.3469, 4.9711, 34.10
2.2312, 0.2440, 153.06
9.7949, 4.8790, 57.76
6.9685, 2.5077, 252.53
3.2790, 4.3155, 26.64
0.6238, 1.3110, 76.37
4.7924, 4.4576, 31.38
4.5051, 2.0421, 14.57
4.1554, 2.5092, 255.90
6.5557, 3.0649, 5.75
0.2934, 4.5110, 227.25
0.4169, 4.1380, 338.06
0.0669, 2.2288, 63.05
2.6931, 0.6511, 109.92
5.2312, 1.5152, 281.57
1.0510, 1.4885, 41.40
0.1369, 0.7726, 20.00
6.5179, 4.7896, 129.42
0.9468, 0.2042, 117.90
6.0864, 2.3928, 116.69
7.1963, 3.3321, 39.24
1.5516, 4.2167, 331.84
1.4789, 0.9519, 238.69
6.9879, 4.8601, 74.25
5.1205, 3.5053, 35.02
6.2848, 1.6495, 188.52
8.9771, 1.4670, 214.82
1.7525, 2.4748, 241.82
5.1675, 4.2558, 210.65
9.1475, 2.1468, 339.37
0.1815, 4.9330, 244.48
9.3121, 4.6437, 357.94
3.4029, 0.2500, 170.94
1.9125, 4.4819, 1.03
1.6212, 2.3682, 144.54
6.1326, 0.2553, 218.02
8.9051, 2.3011, 18.93
1.7550, 2.4207, 19.18
8.6978, 2.4229, 292.95
7.3614, 3.0412, 331.74
3.0636, 4.8659, 233.34
7.9985, 1.0742, 255.56
9.3362, 1.0042, 202.34
8.1071, 2.6815, 300.73
9.8521, 3.4713, 250.61
4.8245, 2.3381, 197.99
6.0915, 1.1540, 33.33
0.5715, 1.6757, 149.28
2.1738, 3.6292, 28.95
6.2990, 4.3279, 112.65
6.2594, 0.2545, 117.55
7.4132, 0.2509, 263.44
5.8098, 2.0418, 309.18
7.7809, 4.8098, 233.44
5.2969, 2.7684, 329.41
8.2901, 2.2376, 230.21
2.3611, 4.9352, 204.95
9.2459, 4.6532, 116.13
7.7026, 3.6533, 62.22
5.4560, 3.8879, 275.99
1.3363, 1.7125, 97.09
9.9748, 4.2481, 302.11
0.7647, 3.6194, 174.51
8.2472, 3.3895, 6.82
0.5019, 2.9530, 110.84
6.4325, 1.0440, 116.86
9.9074, 2.4388, 245.36
6.7010, 1.5191, 309.08
6.5927, 2.7947, 187.63
5.5581, 2.0657, 228.10
2.7871, 0.8018, 12.51
4.7731, 2.6226, 8.32
9.4553, 2.8009, 326.02
6.6195, 2.3633, 318.83
1.7325, 4.2787, 243.69
0.3784, 2.1924, 229.74
5.4051, 4.6471, 283.26
5.5254, 3.3306, 21.01
6.0034, 4.1491, 223.27
0.3249, 4.3396, 119.62
5.2700, 3.4209, 86.46
2.8054, 1.9705, 197.59
5.4345, 1.7716, 265.69
7.0115, 2.0173, 222.31
1.2615, 1.0091, 48.53
4.9559, 1.2804, 148.26
6.1794, 4.1000, 279.31
0.6572, 0.5624, 119.35
6.3166, 0.6507, 202.93
5.0800, 0.1473, 185.71
1.4138, 0.5452, 190.47
5.8702, 0.6990, 251.35
8.7525, 3.3823, 126.41
4.3303, 1.6299, 196.96
0.3119, 0.8501, 171.16
9.2112, 1.9146, 306.78
3.8639, 4.6676, 76.31
8.2162, 3.4793, 13.73
4.6314, 0.8953, 13.59
6.0212, 3.8683, 120.24
8.8298, 0.1307, 123.32
2.4261, 3.9514, 97.53
7.4164, 2.6583, 269.39
1.3872, 0.0856, 159.18
2.2988, 0.5163, 217.13
7.2541, 0.6253, 327.30
7.4965, 4.3155, 341.24
6.8042, 1.3147, 83.96
5.7932, 3.4580, 342.32
6.9496, 0.6069, 268.53
5.8618, 2.8029, 218.50
1.3637, 4.0532, 324.40
1.3687, 1.1244, 320.05
2.1327, 0.3165, 236.55
9.2492, 4.8308, 311.02
8.7826, 1.7659, 12.25
1.6733, 3.0730, 312.37
1.5915, 1.4172, 241.96
8.5602, 4.0708, 246.25
3.5478, 0.1302, 256.66
0.3557, 0.2807, 138.68
8.0443, 3.1440, 320.45
7.0998, 4.3292, 103.90
3.4624, 4.1975, 278.35
7.7151, 0.8123, 330.57
8.4499, 2.6149, 173.72
9.9977, 0.0221, 272.98
7.3171, 2.3479, 196.41
6.1008, 1.9538, 290.56
8.2473, 4.2473, 55.85
1.2161, 2.7460, 336.75
5.8653, 3.6676, 224.78
4.3253, 2.7588, 213.67
8.5402, 1.2443, 254.01
2.3830, 4.0758, 346.01
7.4160, 1.2268, 190.66
8.5640, 3.9652, 247.86
9.9389, 1.3480, 40.40
2.0473, 3.2445, 263.34
4.9592, 1.8562, 262.74
0.3493, 1.4122, 57.15
1.1142, 2.7237, 106.12
5.5723, 3.3350, 73.29
5.7745, 4.8872, 178.67
3.1346, 2.7072, 128.72
6.5450, 2.2987, 172.77
4.5307, 1.7566, 154.86
6.2660, 0.8418, 156.34
4.6726, 1.8619, 72.56
6.1847, 2.1152, 187.16
9.8128, 4.5236, 102.59
7.8008, 3.6221, 59.39
0.8061, 0.9355, 28.41
0.6005, 3.8644, 246.81
6.5480, 0.3402, 250.41
3.1685, 2.4115, 23.24
3.6053, 1.9304, 141.71
9.9497, 0.7694, 58.03
3.8338, 1.5086, 64.37
5.9263, 2.1871, 41.70
1.9602, 0.6729, 36.79
4.9610, 2.1316, 25.59
8.2941, 2.0711, 65.95
4.7866, 1.9498, 27.16
5.5106, 4.7293, 61.20
9.0243, 4.1883, 288.02
9.8862, 3.5117, 298.20
2.4598, 0.6690, 127.49
1.6777, 3.5150, 315.75
1.2850, 1.9519, 81.99
4.7764, 1.5559, 165.97
8.4265, 4.2489, 63.74
4.7959, 3.7070, 261.06
3.2904, 0.9175, 246.25
6.8843, 4.3141, 68.67
4.0271, 0.4523, 267.96
2.6220, 0.5594, 260.20
8.9241, 1.8663, 203.74
1.5663, 1.0639, 220.81
0.5417, 3.8675, 342.24
9.9902, 0.2797, 213.30
9.2739, 2.3006, 187.54
0.5582, 3.0653, 254.84
7.2010, 1.3098, 15.52
1.7448, 1.9486, 86.77
5.0651, 3.8398, 140.83
4.7395, 3.8465, 147.04
4.6687, 3.3631, 70.78
5.3665, 1.3963, 213.94
4.0719, 1.4886, 31.05
5.8156, 4.8145, 42.29
1.5898, 1.9898, 146.62
7.8316, 3.4224, 261.32
7.0245, 1.7906, 191.09
8.1965, 0.8581, 74.97
6.8125, 2.9561, 107.02
5.3709, 2.4866, 56.81
0.8735, 0.8236, 151.43
8.6970, 4.8069, 231.23
2.8559, 4.9804, 205.48
2.5911, 4.9657, 63.41
4.3675, 2.6761, 268.53
1.5430, 0.8611, 321.38
7.7702, 2.1039, 15.85
1.0435, 4.7561, 254.99
4.0456, 2.7298, 176.50
8.0662, 3.6139, 222.23
1.0976, 4.2258, 198.11
7.8197, 4.8635, 197.71
9.1194, 1.5173, 5.12
8.4636, 4.8909, 244.52
8.8423, 1.8805, 276.56
0.4708, 4.2667, 3.83
4.8225, 4.2511, 238.09
0.2692, 3.3288, 194.77
1.8143, 3.8629, 152.98
8.6250, 2.6585, 152.20
3.2666, 2.5001, 43.12
6.9091, 0.6400, 30.90
7.3615, 4.4733, 72.00
3.8759, 3.8097, 269.62
3.7662, 1.9563, 157.98
4.6780, 2.1372, 252.26
4.9392, 3.3425, 154.55
8.2255, 3.1588, 299.13
0.5507, 2.0850, 93.76
1.6754, 4.1827, 55.18
6.2529, 1.5330, 47.03
4.8561, 0.3057, 89.83
1.1592, 1.6944, 141.29
4.4868, 0.2748, 97.75
9.6510, 3.0592, 244.38
5.4967, 4.5099, 64.37
5.3210, 4.7206, 37.82
3.9620, 4.4404, 249.26
4.7580, 1.5030, 246.41
8.7577, 2.8928, 12.62
1.1607, 0.6892, 112.19
2.3074, 0.2904, 63.60
6.2713, 4.0207, 315.26
9.8173, 2.7189, 347.30
3.3272, 1.5027, 284.44
5.8328, 2.6551, 199.25
9.7404, 2.7233, 184.18
6.1505, 2.4918, 11.61
4.6127, 3.3549, 335.05
6.9342, 2.6173, 359.06
8.6095, 2.6429, 281.19
9.4107, 3.0945, 344.35
3.1009, 1.9499, 207.64
4.3904, 0.6035, 200.41
8.6030, 4.5365, 313.17
2.9037, 2.6917, 70.02
7.6666, 1.9779, 253.20
0.5412, 4.4919, 325.42
5.6201, 3.6732, 195.50
0.4104, 4.6304, 183.58
6.7114, 0.2054, 264.84
6.2913, 3.2942, 352.84
1.5881, 2.7388, 292.79
6.8978, 0.7677, 172.76
9.9603, 3.0353, 92.82
3.8132, 2.8337, 97.29
7.4666, 0.6426, 45.18
6.7165, 0.9729, 117.36
6.0647, 1.3593, 192.28
5.6018, 3.9172, 271.81
1.4661, 0.5936, 7.68
6.5063, 1.5225, 53.48
5.2126, 0.9319, 215.06
2.4265, 3.7148, 182.61
1.3677, 0.3835, 113.76
3.7191, 0.7248, 194.23
2.9230, 0.7174, 176.76
1.6937, 1.1651, 75.20
3.5579, 4.0937, 233.16
2.3032, 2.6180, 212.31
6.3391, 1.0251, 0.93
0.1749, 3.8675, 134.55
8.3416, 3.1390, 179.37
4.1091, 4.0681, 253.83
5.5108, 3.3538, 211.42
2.5718, 4.4317, 142.80
0.7263, 4.0619, 70.96
0.7438, 1.0555, 96.88
3.4283, 4.6791, 249.92
4.4283, 0.1763, 52.53
0.6183, 0.9891, 253.81
0.4116, 1.4840, 71.72
2.8607, 4.4646, 295.87
6.9820, 3.0188, 297.88
4.9631, 3.2247, 247.46
2.0406, 0.7970, 95.58
6.3917, 3.4272, 155.26
9.0111, 4.0737, 32.89
7.4999, 0.1940, 293.27
0.0435, 1.5424, 288.40
2.5451, 0.1164, 233.06
2.8662, 4.2742, 24.28
6.6695, 0.3016, 146.76
3.3305, 4.2534, 227.81
6.4039, 3.6569, 30.58
0.4599, 0.3322, 168.92
4.5632, 2.1316, 9.12
3.2285, 2.1310, 223.43
3.8366, 0.2691, 38.08
0.2141, 0.6103, 294.37
1.9278, 0.7893, 35.37
8.7381, 2.4180, 319.33
1.3901, 2.1024, 64.02
4.4468, 2.2114, 246.43
4.3947, 1.5043, 27.32
7.9123, 0.9297, 193.80
6.4237, 0.1580, 108.67
3.6031, 1.2714, 219.61
4.2360, 2.0706, 177.52
0.9222, 2.0693, 42.25
4.3482, 0.1541, 284.84
4.9666, 0.5711, 70.94
2.0939, 4.3694, 134.71
4.9954, 3.9765, 73.00
8.4390, 3.8947, 229.71
1.1148, 0.4107, 312.01
7.9159, 0.0332, 3.78
9.9021, 2.1616, 118.66
2.6992, 0.9641, 107.67
0.9320, 0.3650, 229.97
9.3271, 4.7158, 253.72
6.9644, 0.5696, 234.87
7.1417, 0.4697, 168.36
0.3381, 1.1422, 147.96
4.9901, 0.6877, 195.15
1.6707, 3.4165, 224.22
7.9058, 2.3535, 280.86
8.3828, 0.9069, 93.58
8.1295, 3.1898, 224.52
0.9064, 3.2906, 303.05
3.3912, 4.2386, 197.84
4.2454, 3.2170, 54.62
0.9637, 2.4674, 248.68
1.1435, 2.1807, 259.65
4.2998, 2.7720, 300.28
9.8155, 2.1372, 138.33
4.9401, 2.7474, 284.55
6.9684, 1.2287, 350.66
4.2421, 4.0245, 120.89
2.2386, 1.7867, 17.60
4.3059, 0.1786, 342.66
3.4836, 4.5882, 86.47
5.8532, 2.6007, 89.41
8.6620, 4.7226, 44.23
8.8138, 0.0948, 282.60
9.2312, 3.3525, 6.11
6.1911, 1.1867, 291.24
0.0206, 2.5475, 329.42
4.1453, 2.4193, 65.39
4.2815, 4.4211, 161.20
3.8622, 3.0871, 107.04
3.2351, 4.3066, 190.46
5.7609, 3.0852, 261.30
4.0361, 2.5787, 65.52
0.8410, 0.2411, 136.44
6.0022, 3.9201, 278.65
0.8867, 1.8584, 63.64
9.0170, 0.0755, 103.76
7.6328, 1.5289, 22.87
6.3787, 0.5046, 67.17
1.6876, 2.0966, 28.86
4.4699, 4.7478, 174.38
0.0872, 1.5816, 255.25
1.5530, 2.5137, 244.18
5.0933, 0.8804, 119.45
8.1395, 1.2091, 162.21
3.4934, 2.4914, 213.08
0.2433, 2.9057, 300.02
4.0185, 1.1396, 347.68
7.6320, 0.2001, 158.23
4.2399, 4.5740, 9.15
2.9192, 2.6666, 350.06
9.5158, 2.5154, 62.12
0.8769, 2.6824, 257.10
4.7933, 4.0552, 7.24
6.8296, 2.4452, 214.04
2.3828, 0.6383, 38.12
5.5050, 4.5993, 305.44
9.8216, 0.7270, 3.06
4.0758, 1.2424, 178.40
1.4185, 2.2622, 332.70
8.9213, 0.4981, 78.10
7.4815, 2.7721, 30.31
5.2815, 1.2252, 253.82
1.1302, 2.4922, 249.79
9.6854, 4.2770, 120.83
0.9741, 3.4918, 265.95
6.2332, 4.8421, 338.46
4.1132, 4.1686, 333.14
5.4582, 3.2929, 239.19
6.0774, 0.9664, 187.01
1.8517, 0.0886, 176.59
6.7608, 2.7309, 35.28
5.6656, 0.4795, 295.75
4.8801, 4.1090, 149.46
1.7730, 1.4951, 257.53
8.2943, 4.6155, 164.57
5.0309, 0.0755, 267.90
3.5868, 4.3352, 120.16
3.3784, 2.7717, 165.47
4.0948, 1.6503, 143.91
5.6299, 2.9369, 220.24
0.0427, 4.4077, 334.45
9.4151, 1.4412, 284.85
7.1697, 0.9059, 326.21
0.1116, 0.7581, 336.96
1.6565, 1.0628, 17.10
2.8166, 2.7889, 285.55
6.1655, 4.7548, 244.05
5.9649, 3.0690, 343.59
5.3724, 4.8148, 33.04
6.0572, 2.8914, 160.80
6.2854, 2.5646, 176.07
3.6282, 2.6105, 245.25
6.8982, 1.7723, 254.84
7.8334, 0.4266, 49.37
2.4728, 1.7196, 183.10
0.3881, 1.8565, 252.21
2.1536, 3.5400, 322.70
7.1821, 4.2066, 189.99
5.7190, 0.8081, 168.00
8.3580, 3.0810, 185.90
6.2290, 0.5571, 192.19
4.8983, 2.5074, 322.89
0.7110, 0.2759, 115.69
0.5659, 1.4990, 177.22
9.3011, 3.1222, 212.07
2.0134, 4.4440, 208.33
9.6648, 0.2004, 67.28
1.1572, 1.4263, 103.32
2.6320, 1.6985, 163.34
3.3204, 4.6206, 109.29
0.7654, 3.3616, 282.48
2.4054, 1.7067, 295.36
8.0613, 3.7699, 321.31
8.3775, 1.8602, 188.19
6.7317, 2.7696, 234.77
5.3393, 3.7041, 166.23
0.1322, 2.7704, 51.50
9.8301, 4.9975, 54.32
2.6471, 2.4607, 217.60
5.0293, 0.4279, 314.86
3.9100, 4.1954, 304.84
2.7304, 1.0443, 249.66
8.0454, 3.0431, 305.15
5.2376, 0.1872, 234.71
5.6013, 4.5829, 49.83
5.0821, 0.3115, 218.39
6.7963, 1.1803, 92.51
4.3350, 2.4951, 223.89
3.5143, 2.1216, 266.85
7.6620, 0.5173, 292.62
1.8269, 1.3438, 123.15
0.6555, 1.1877, 207.88
0.4626, 1.8709, 135.58
6.5638, 0.6062, 284.46
3.7815, 2.0702, 264.83
6.3598, 3.8991, 10.38
1.4692, 4.4138, 84.30
8.1061, 3.4049, 17.68
9.3818, 4.5624, 58.66
9.6470, 0.0187, 29.12
6.4128, 4.9387, 60.89
9.6048, 3.1690, 62.56
7.4761, 2.4966, 94.88
1.8612, 4.0753, 158.79
4.0183, 4.1233, 184.19
2.8937, 3.3563, 55.64
8.8840, 2.2130, 257.16
8.8961, 0.7641, 49.88
1.2672, 2.1968, 97.22
5.1580, 0.2584, 216.03
8.7955, 0.8803, 211.86
1.0580, 4.6122, 67.75
3.5793, 3.2853, 347.58
4.8864, 2.0565, 95.18
8.0087, 4.8776, 222.60
3.1126, 1.1765, 220.40
7.0251, 4.2797, 329.22
5.0370, 3.9291, 240.95
3.6262, 2.2958, 173.31
7.2867, 2.6209, 86.68
7.0797, 2.4668, 248.22
3.2623, 3.3463, 342.32
8.7722, 2.9476, 323.66
6.2350, 1.0560, 187.30
7.1478, 1.2771, 154.59
9.5567, 2.8988, 67.26
1.8515, 4.9592, 110.96
2.3956, 2.0405, 61.71
7.6449, 1.3807, 181.11
3.8161, 0.7200, 42.70
6.7116, 4.6362, 22.42
8.0551, 3.2395, 236.33
5.6025, 2.8869, 32.90
9.7114, 0.0950, 290.62
8.3788, 1.1355, 115.59
4.2906, 2.8406, 186.52
3.2751, 4.6886, 83.37
9.2467, 1.9599, 75.83
1.3736, 1.4383, 135.24
5.8607, 0.9889, 22.60
1.6527, 2.4504, 103.82
0.8558, 3.5608, 190.53
4.8286, 0.9153, 58.49
5.0851, 1.6803, 45.65
6.9808, 2.0653, 201.24
3.6165, 1.5280, 218.44
2.1287, 2.0437, 236.91
0.4903, 1.6426, 180.80
4.3556, 2.2955, 192.30
0.2289, 4.4687, 36.57
4.9576, 4.3103, 306.59
9.3805, 4.3871, 24.01
4.7794, 1.0513, 250.24
9.7358, 2.4028, 356.33
4.2920, 2.8878, 58.92
3.7081, 0.8236, 66.09
0.3736, 2.0496, 185.96
8.0274, 3.4362, 33.94
5.3015, 3.5704, 20.85
2.6085, 4.6538, 276.44
5.3055, 4.1652, 182.44
9.4338, 3.3033, 96.72
4.2747, 4.7754, 165.72
2.4277, 4.6012, 27.66
8.8900, 2.5161, 348.43
8.3646, 3.9990, 319.47
8.8021, 2.5271, 238.20
7.8678, 4.3833, 147.16
7.3738, 0.6513, 167.67
8.6661, 1.8693, 343.80
8.3982, 2.1333, 115.42
6.2171, 4.2569, 143.90
2.6034, 1.4638, 189.45
1.7691, 3.1044, 162.26
3.8269, 4.2766, 104.24
4.4648, 4.2785, 298.88
3.9457, 3.2942, 48.83
7.8615, 0.7891, 91.32
8.5990, 4.3928, 54.27
2.1624, 4.7579, 88.33
9.5799, 4.0216, 90.16
1.3069, 1.6266, 193.44
7.8001, 2.5868, 326.59
7.7596, 3.5984, 315.19
0.7462, 3.0608, 68.86
1.8767, 4.3594, 213.74
5.3936, 0.2445, 182.89
1.1621, 0.4411, 82.66
8.3949, 3.9995, 137.15
2.5265, 1.9466, 292.94
2.6041, 0.5845, 149.05
2.4438, 4.3305, 273.65
5.3878, 4.1896, 31.05
7.5617, 2.7839, 338.55
0.6765, 3.7840, 191.42
8.6988, 0.7278, 123.62
7.4176, 0.4542, 327.95
2.2313, 4.3543, 332.41
5.8310, 4.1667, 133.29
9.6338, 2.7875, 34.16
6.5698, 4.8004, 244.65
8.3372, 2.0545, 296.83
4.2336, 1.6465, 125.51
5.1828, 2.6858, 235.30
9.5346, 1.5500, 59.21
8.8403, 2.8246, 110.99
3.5905, 2.8403, 62.09
4.5769, 3.4032, 95.54
3.9765, 1.7653, 48.50
3.7167, 2.9157, 280.47
9.1636, 3.4566, 47.17
0.8172, 1.5768, 331.57
1.1299, 1.0424, 262.26
0.5297, 1.1130, 18.12
3.1954, 2.2772, 54.92
0.7055, 1.3111, 66.42
5.8104, 1.6169, 200.48
5.2812, 0.6124, 111.33
9.3098, 1.9651, 340.71
1.6353, 2.1773, 100.26
8.0272, 4.1827, 148.97
6.4773, 4.8550, 330.08
9.0151, 1.2724, 198.65
1.2284, 1.7335, 308.42
1.5279, 1.1761, 249.33
4.7609, 1.3261, 319.08
8.5091, 0.3503, 266.21
3.8946, 1.8177, 308.39
2.2760, 2.0420, 150.11
0.5363, 0.6909, 286.57
9.6964, 4.9142, 145.37
5.9263, 0.2804, 220.41
8.3569, 4.8719, 320.97
4.0384, 3.6764, 165.99
0.9940, 1.5983, 259.10
7.9584, 3.6252, 253.09
8.3636, 2.7716, 356.32
3.6242, 4.7211, 283.10
8.9167, 3.1836, 305.72
1.7755, 2.9621, 49.75
0.1099, 4.0784, 277.52
4.7456, 1.4872, 132.94
7.8978, 0.7457, 28.45
8.1226, 1.4622, 290.27
7.6887, 1.4831, 214.91
3.0842, 3.9426, 214.05
4.0945, 4.1244, 271.53
9.7151, 0.5983, 172.55
3.5132, 4.0700, 328.67
3.2394, 3.2474, 349.73
4.7039, 1.7699, 345.24
1.6345, 4.3587, 249.07
8.2833, 3.2486, 0.49
6.9085, 4.6423, 118.11
8.0226, 0.5001, 324.12
8.0176, 3.9820, 89.69
8.8159, 3.0985, 237.35
7.5345, 1.4905, 261.29
7.8274, 2.6664, 9.50
8.6605, 0.7960, 196.46
3.3663, 3.6687, 160.75
0.9052, 0.2025, 253.48
6.7252, 3.6033, 252.99
2.6408, 3.9183, 300.87
0.8359, 3.4568, 37.31
0.9858, 1.0206, 275.89
8.5584, 4.4062, 34.50
9.8916, 0.3383, 303.35
8.0075, 4.4231, 139.26
6.7651, 3.0853, 30.15
5.6071, 2.8837, 75.95
8.5536, 1.1650, 143.67
6.0433, 0.7277, 92.28
4.2534, 0.8305, 220.43
5.3388, 4.3178, 100.55
2.1107, 3.8841, 255.99
7.4316, 2.6020, 358.38
6.3857, 4.1788, 136.75
3.2316, 2.6589, 297.00
6.2214, 3.6434, 214.11
6.6059, 2.2777, 36.24
4.0986, 3.6530, 319.65
9.2279, 4.9411, 10.22
7.9059, 2.8229, 148.66
8.6390, 0.4998, 93.17
2.0598, 3.2765, 350.68
0.2835, 4.9408, 219.50
9.1602, 3.7085, 143.31
2.2318, 0.6099, 279.08
2.1519, 0.9503, 131.30
1.3220, 2.9552, 302.70
9.7256, 0.2055, 141.26
6.9965, 4.9490, 200.06
5.2462, 2.7573, 333.87
5.2694, 0.6325, 331.43
1.3720, 1.2844, 310.57
6.5981, 0.0247, 65.64
3.2427, 0.8860, 163.06
9.9020, 2.8341, 178.58
7.6241, 2.0865, 29.86
2.6375, 2.7036, 88.72
9.4554, 3.2188, 161.82
1.3907, 0.2709, 4.75
1.1025, 4.0117, 340.49
7.6185, 1.6887, 79.21
1.0938, 1.6668, 266.15
8.3678, 2.1759, 136.44
6.9051, 4.0903, 355.64
5.1788, 0.5878, 62.41
2.8873, 3.9948, 65.23
4.7255, 2.5082, 82.50
1.0396, 1.3046, 107.32
6.7447, 1.3002, 302.85
6.9751, 0.3038, 321.25
0.6446, 2.8491, 216.27
3.7416, 2.5827, 332.03
3.6614, 3.7482, 324.39
9.5927, 0.7777, 41.40
9.5011, 3.3914, 26.94
7.7046, 3.7527, 228.30
8.6851, 2.9935, 332.83
7.5081, 2.9087, 217.41
4.2932, 3.1703, 121.14
1.1605, 1.2494, 299.03
